Scan File_Name;TANAP Boundaries;TANAP ID;Subdocument boundaries;Type of non-document page
NL-HaNA_1.04.02_8237_0001;;;;Cover
NL-HaNA_1.04.02_8237_0002;;;;Empty
NL-HaNA_1.04.02_8237_0003;;;;Document title page
NL-HaNA_1.04.02_8237_0004;;;;Empty
NL-HaNA_1.04.02_8237_0005;;;;Table of contents
NL-HaNA_1.04.02_8237_0006;;;;Empty
NL-HaNA_1.04.02_8237_0007;;;;Empty
NL-HaNA_1.04.02_8237_0008;;;;Empty
NL-HaNA_1.04.02_8237_0009;;;;Empty
NL-HaNA_1.04.02_8237_0010;;;;Empty
NL-HaNA_1.04.02_8237_0011;;;;Empty
NL-HaNA_1.04.02_8237_0012;;;;Empty
NL-HaNA_1.04.02_8237_0013;;;;Section title page
NL-HaNA_1.04.02_8237_0014;SAME AS NL-HaNA_1.04.02_8237_0012;;;
NL-HaNA_1.04.02_8237_0015;SAME AS NL-HaNA_1.04.02_8237_0013;;;
NL-HaNA_1.04.02_8237_0016;;;;Empty
NL-HaNA_1.04.02_8237_0017;START;139623;;
NL-HaNA_1.04.02_8237_0018;END;139623;;
NL-HaNA_1.04.02_8237_0019;;;;Empty
NL-HaNA_1.04.02_8237_0020;;;;Empty
NL-HaNA_1.04.02_8237_0021;START;139624;;
NL-HaNA_1.04.02_8237_0022;;139624;;
NL-HaNA_1.04.02_8237_0023;;139624;;
NL-HaNA_1.04.02_8237_0024;;139624;;
NL-HaNA_1.04.02_8237_0025;;139624;;
NL-HaNA_1.04.02_8237_0026;;139624;;
NL-HaNA_1.04.02_8237_0027;;139624;;
NL-HaNA_1.04.02_8237_0028;;139624;;
NL-HaNA_1.04.02_8237_0029;;139624;;
NL-HaNA_1.04.02_8237_0030;;139624;;
NL-HaNA_1.04.02_8237_0031;;139624;;
NL-HaNA_1.04.02_8237_0032;;139624;;
NL-HaNA_1.04.02_8237_0033;;139624;;
NL-HaNA_1.04.02_8237_0034;;139624;;
NL-HaNA_1.04.02_8237_0035;;139624;;
