Scan File_Name;TANAP Boundaries;TANAP ID;Subdocument boundaries;Type of non-document page
NL-HaNA_1.04.02_1557_0001;;;;Cover
NL-HaNA_1.04.02_1557_0002;;;;Empty
NL-HaNA_1.04.02_1557_0003;;;;Empty
NL-HaNA_1.04.02_1557_0004;;;;Empty
NL-HaNA_1.04.02_1557_0005;;;;Section title page
NL-HaNA_1.04.02_1557_0006;;;;Empty
NL-HaNA_1.04.02_1557_0007;;;;Empty
NL-HaNA_1.04.02_1557_0008;;;;Empty
NL-HaNA_1.04.02_1557_0009;;;;Table of contents
NL-HaNA_1.04.02_1557_0010;;;;Table of contents
NL-HaNA_1.04.02_1557_0011;;;;Table of contents
NL-HaNA_1.04.02_1557_0012;;;;Table of contents
NL-HaNA_1.04.02_1557_0013;;;;Table of contents
NL-HaNA_1.04.02_1557_0014;;;;Table of contents
NL-HaNA_1.04.02_1557_0015;;;;Table of contents
NL-HaNA_1.04.02_1557_0016;;;;Table of contents
NL-HaNA_1.04.02_1557_0017;;;;Table of contents
NL-HaNA_1.04.02_1557_0018;;;;Table of contents
NL-HaNA_1.04.02_1557_0019;;;;Empty
NL-HaNA_1.04.02_1557_0020;;;;Empty
NL-HaNA_1.04.02_1557_0021;START;41358;;
NL-HaNA_1.04.02_1557_0022;;41358;;
NL-HaNA_1.04.02_1557_0023;;41358;;
NL-HaNA_1.04.02_1557_0024;;41358;;
NL-HaNA_1.04.02_1557_0025;;41358;;
NL-HaNA_1.04.02_1557_0026;END;41358;;
NL-HaNA_1.04.02_1557_0026;START;41359;;
NL-HaNA_1.04.02_1557_0027;;41359;;
NL-HaNA_1.04.02_1557_0028;;41359;;
NL-HaNA_1.04.02_1557_0029;;41359;;
NL-HaNA_1.04.02_1557_0030;;41359;;
NL-HaNA_1.04.02_1557_0031;;41359;;
NL-HaNA_1.04.02_1557_0032;;41359;;
NL-HaNA_1.04.02_1557_0033;;41359;;
NL-HaNA_1.04.02_1557_0034;;41359;;
NL-HaNA_1.04.02_1557_0035;;41359;;
NL-HaNA_1.04.02_1557_0036;;41359;;
NL-HaNA_1.04.02_1557_0037;;41359;;
NL-HaNA_1.04.02_1557_0038;END;41359;;
NL-HaNA_1.04.02_1557_0038;START;41360;;
NL-HaNA_1.04.02_1557_0039;;41360;;
NL-HaNA_1.04.02_1557_0040;;41360;;
NL-HaNA_1.04.02_1557_0041;;41360;;
NL-HaNA_1.04.02_1557_0042;;41360;;
NL-HaNA_1.04.02_1557_0043;;41360;;
NL-HaNA_1.04.02_1557_0044;;41360;;
NL-HaNA_1.04.02_1557_0045;;41360;;
NL-HaNA_1.04.02_1557_0046;END;41360;;
NL-HaNA_1.04.02_1557_0047;START;41361;;
NL-HaNA_1.04.02_1557_0048;;41361;;
NL-HaNA_1.04.02_1557_0049;;41361;;
